ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
2328,Number of Increasing Paths in a Grid,Hard,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix",57.58,False,Algorithms,2074,44,,"[{""title"": ""Longest Increasing Path in a Matrix"", ""titleSlug"": ""longest-increasing-path-in-a-matrix"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""All Paths From Source to Target"", ""titleSlug"": ""all-paths-from-source-to-target"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Strictly Increasing Cells in a Matrix"", ""titleSlug"": ""maximum-strictly-increasing-cells-in-a-matrix"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3388,Count Beautiful Splits in an Array,Medium,https://leetcode.com/problems/count-beautiful-splits-in-an-array/,"Array, Dynamic Programming",16.11,False,Algorithms,93,25,,[]
2139,Minimum Moves to Reach Target Score,Medium,https://leetcode.com/problems/minimum-moves-to-reach-target-score/,"Math, Greedy",51.64,False,Algorithms,1042,26,,"[{""title"": ""Number of Steps to Reduce a Number to Zero"", ""titleSlug"": ""number-of-steps-to-reduce-a-number-to-zero"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Number of Steps to Reduce a Number in Binary Representation to One"", ""titleSlug"": ""number-of-steps-to-reduce-a-number-in-binary-representation-to-one"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3339,Find the Number of K-Even Arrays,Medium,https://leetcode.com/problems/find-the-number-of-k-even-arrays/,Dynamic Programming,58.28,True,Algorithms,4,3,,"[{""title"": ""Sort Array By Parity II"", ""titleSlug"": ""sort-array-by-parity-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1259,Handshakes That Don't Cross,Hard,https://leetcode.com/problems/handshakes-that-dont-cross/,"Math, Dynamic Programming",60.03,True,Algorithms,249,17,,[]
3580,Find Consistently Improving Employees,Medium,https://leetcode.com/problems/find-consistently-improving-employees/,Database,58.09,False,Database,23,0,,[]
62,Unique Paths,Medium,https://leetcode.com/problems/unique-paths/,"Math, Dynamic Programming, Combinatorics",65.98,False,Algorithms,17763,475,,"[{""title"": ""Unique Paths II"", ""titleSlug"": ""unique-paths-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Path Sum"", ""titleSlug"": ""minimum-path-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Dungeon Game"", ""titleSlug"": ""dungeon-game"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Path Cost in a Grid"", ""titleSlug"": ""minimum-path-cost-in-a-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Cost Homecoming of a Robot in a Grid"", ""titleSlug"": ""minimum-cost-homecoming-of-a-robot-in-a-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Ways to Reach a Position After Exactly k Steps"", ""titleSlug"": ""number-of-ways-to-reach-a-position-after-exactly-k-steps"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Paths in Matrix Whose Sum Is Divisible by K"", ""titleSlug"": ""paths-in-matrix-whose-sum-is-divisible-by-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
315,Count of Smaller Numbers After Self,Hard,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",42.96,False,Algorithms,9087,247,,"[{""title"": ""Count of Range Sum"", ""titleSlug"": ""count-of-range-sum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Queue Reconstruction by Height"", ""titleSlug"": ""queue-reconstruction-by-height"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Reverse Pairs"", ""titleSlug"": ""reverse-pairs"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""How Many Numbers Are Smaller Than the Current Number"", ""titleSlug"": ""how-many-numbers-are-smaller-than-the-current-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count Good Triplets in an Array"", ""titleSlug"": ""count-good-triplets-in-an-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count the Number of K-Big Indices"", ""titleSlug"": ""count-the-number-of-k-big-indices"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1582,Special Positions in a Binary Matrix,Easy,https://leetcode.com/problems/special-positions-in-a-binary-matrix/,"Array, Matrix",68.71,False,Algorithms,1492,76,,"[{""title"": ""Difference Between Ones and Zeros in Row and Column"", ""titleSlug"": ""difference-between-ones-and-zeros-in-row-and-column"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1709,Biggest Window Between Visits,Medium,https://leetcode.com/problems/biggest-window-between-visits/,Database,69.92,True,Database,220,15,,"[{""title"": ""Users With Two Purchases Within Seven Days"", ""titleSlug"": ""users-with-two-purchases-within-seven-days"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2516,Take K of Each Character From Left and Right,Medium,https://leetcode.com/problems/take-k-of-each-character-from-left-and-right/,"Hash Table, String, Sliding Window",51.55,False,Algorithms,1479,166,,"[{""title"": ""Merge Sorted Array"", ""titleSlug"": ""merge-sorted-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Reorder List"", ""titleSlug"": ""reorder-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Defuse the Bomb"", ""titleSlug"": ""defuse-the-bomb"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2251,Number of Flowers in Full Bloom,Hard,https://leetcode.com/problems/number-of-flowers-in-full-bloom/,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set",57.31,False,Algorithms,1763,42,,"[{""title"": ""Meeting Rooms II"", ""titleSlug"": ""meeting-rooms-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Interval to Include Each Query"", ""titleSlug"": ""minimum-interval-to-include-each-query"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
886,Possible Bipartition,Medium,https://leetcode.com/problems/possible-bipartition/,"Depth-First Search, Breadth-First Search, Union Find, Graph",51.75,False,Algorithms,4836,114,,[]
283,Move Zeroes,Easy,https://leetcode.com/problems/move-zeroes/,"Array, Two Pointers",62.98,False,Algorithms,18278,542,,"[{""title"": ""Remove Element"", ""titleSlug"": ""remove-element"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Apply Operations to an Array"", ""titleSlug"": ""apply-operations-to-an-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1447,Simplified Fractions,Medium,https://leetcode.com/problems/simplified-fractions/,"Math, String, Number Theory",68.67,False,Algorithms,435,46,,[]
1335,Minimum Difficulty of a Job Schedule,Hard,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,"Array, Dynamic Programming",59.68,False,Algorithms,3532,327,,[]
1969,Minimum Non-Zero Product of the Array Elements,Medium,https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements/,"Math, Greedy, Recursion",36.58,False,Algorithms,272,386,,[]
1374,Generate a String With Characters That Have Odd Counts,Easy,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts/,String,78.13,False,Algorithms,514,1285,,[]
2880,Select Data,Easy,https://leetcode.com/problems/select-data/,,79.15,False,pandas,125,8,,[]
1350,Students With Invalid Departments,Easy,https://leetcode.com/problems/students-with-invalid-departments/,Database,89.94,True,Database,183,9,,[]
2861,Maximum Number of Alloys,Medium,https://leetcode.com/problems/maximum-number-of-alloys/,"Array, Binary Search",39.28,False,Algorithms,293,54,,[]
2154,Keep Multiplying Found Values by Two,Easy,https://leetcode.com/problems/keep-multiplying-found-values-by-two/,"Array, Hash Table, Sorting, Simulation",71.29,False,Algorithms,760,42,,"[{""title"": ""Largest Number At Least Twice of Others"", ""titleSlug"": ""largest-number-at-least-twice-of-others"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Check If N and Its Double Exist"", ""titleSlug"": ""check-if-n-and-its-double-exist"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3209,Number of Subarrays With AND Value of K,Hard,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k/,"Array, Binary Search, Bit Manipulation, Segment Tree",34.15,False,Algorithms,165,7,,[]
1737,Change Minimum Characters to Satisfy One of Three Conditions,Medium,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions/,"Hash Table, String, Counting, Prefix Sum",37.26,False,Algorithms,333,346,,[]
565,Array Nesting,Medium,https://leetcode.com/problems/array-nesting/,"Array, Depth-First Search",56.1,False,Algorithms,2254,159,,"[{""title"": ""Nested List Weight Sum"", ""titleSlug"": ""nested-list-weight-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Flatten Nested List Iterator"", ""titleSlug"": ""flatten-nested-list-iterator"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Nested List Weight Sum II"", ""titleSlug"": ""nested-list-weight-sum-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2119,A Number After a Double Reversal,Easy,https://leetcode.com/problems/a-number-after-a-double-reversal/,Math,81.38,False,Algorithms,748,43,,"[{""title"": ""Reverse Integer"", ""titleSlug"": ""reverse-integer"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Reverse Bits"", ""titleSlug"": ""reverse-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
102,Binary Tree Level Order Traversal,Medium,https://leetcode.com/problems/binary-tree-level-order-traversal/,"Tree, Breadth-First Search, Binary Tree",71.07,False,Algorithms,16421,355,,"[{""title"": ""Binary Tree Zigzag Level Order Traversal"", ""titleSlug"": ""binary-tree-zigzag-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Binary Tree Level Order Traversal II"", ""titleSlug"": ""binary-tree-level-order-traversal-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Depth of Binary Tree"", ""titleSlug"": ""minimum-depth-of-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Binary Tree Vertical Order Traversal"", ""titleSlug"": ""binary-tree-vertical-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Average of Levels in Binary Tree"", ""titleSlug"": ""average-of-levels-in-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""N-ary Tree Level Order Traversal"", ""titleSlug"": ""n-ary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Cousins in Binary Tree"", ""titleSlug"": ""cousins-in-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Operations to Sort a Binary Tree by Level"", ""titleSlug"": ""minimum-number-of-operations-to-sort-a-binary-tree-by-level"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Divide Nodes Into the Maximum Number of Groups"", ""titleSlug"": ""divide-nodes-into-the-maximum-number-of-groups"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1256,Encode Number,Medium,https://leetcode.com/problems/encode-number/,"Math, String, Bit Manipulation",70.11,True,Algorithms,80,257,,"[{""title"": ""Convert to Base -2"", ""titleSlug"": ""convert-to-base-2"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
5,Longest Palindromic Substring,Medium,https://leetcode.com/problems/longest-palindromic-substring/,"Two Pointers, String, Dynamic Programming",36.21,False,Algorithms,31280,1924,,"[{""title"": ""Shortest Palindrome"", ""titleSlug"": ""shortest-palindrome"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Palindrome Permutation"", ""titleSlug"": ""palindrome-permutation"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Palindrome Pairs"", ""titleSlug"": ""palindrome-pairs"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Longest Palindromic Subsequence"", ""titleSlug"": ""longest-palindromic-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Palindromic Substrings"", ""titleSlug"": ""palindromic-substrings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Non-overlapping Palindrome Substrings"", ""titleSlug"": ""maximum-number-of-non-overlapping-palindrome-substrings"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
326,Power of Three,Easy,https://leetcode.com/problems/power-of-three/,"Math, Recursion",49.82,False,Algorithms,3578,303,,"[{""title"": ""Power of Two"", ""titleSlug"": ""power-of-two"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Power of Four"", ""titleSlug"": ""power-of-four"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Check if Number is a Sum of Powers of Three"", ""titleSlug"": ""check-if-number-is-a-sum-of-powers-of-three"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1282,Group the People Given the Group Size They Belong To,Medium,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/,"Array, Hash Table, Greedy",87.45,False,Algorithms,3108,735,,"[{""title"": ""Rabbits in Forest"", ""titleSlug"": ""rabbits-in-forest"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Groups With Increasing Length"", ""titleSlug"": ""maximum-number-of-groups-with-increasing-length"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3395,Subsequences with a Unique Middle Mode I,Hard,https://leetcode.com/problems/subsequences-with-a-unique-middle-mode-i/,"Array, Hash Table, Math, Combinatorics",17.79,False,Algorithms,24,23,,"[{""title"": ""Subsequences with a Unique Middle Mode II"", ""titleSlug"": ""subsequences-with-a-unique-middle-mode-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2997,Minimum Number of Operations to Make Array XOR Equal to K,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/,"Array, Bit Manipulation",85.39,False,Algorithms,611,59,,"[{""title"": ""Minimum Bit Flips to Convert Number"", ""titleSlug"": ""minimum-bit-flips-to-convert-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1971,Find if Path Exists in Graph,Easy,https://leetcode.com/problems/find-if-path-exists-in-graph/,"Depth-First Search, Breadth-First Search, Union Find, Graph",54.2,False,Algorithms,4154,243,,"[{""title"": ""Valid Arrangement of Pairs"", ""titleSlug"": ""valid-arrangement-of-pairs"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Paths in Maze That Lead to Same Room"", ""titleSlug"": ""paths-in-maze-that-lead-to-same-room"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
403,Frog Jump,Hard,https://leetcode.com/problems/frog-jump/,"Array, Dynamic Programming",46.7,False,Algorithms,5846,270,,"[{""title"": ""Minimum Sideway Jumps"", ""titleSlug"": ""minimum-sideway-jumps"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Solving Questions With Brainpower"", ""titleSlug"": ""solving-questions-with-brainpower"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Jumps to Reach the Last Index"", ""titleSlug"": ""maximum-number-of-jumps-to-reach-the-last-index"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
189,Rotate Array,Medium,https://leetcode.com/problems/rotate-array/,"Array, Math, Two Pointers",43.43,False,Algorithms,19866,2123,,"[{""title"": ""Rotate List"", ""titleSlug"": ""rotate-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Reverse Words in a String II"", ""titleSlug"": ""reverse-words-in-a-string-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Make K-Subarray Sums Equal"", ""titleSlug"": ""make-k-subarray-sums-equal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Matching Indices After Right Shifts"", ""titleSlug"": ""maximum-number-of-matching-indices-after-right-shifts"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
486,Predict the Winner,Medium,https://leetcode.com/problems/predict-the-winner/,"Array, Math, Dynamic Programming, Recursion, Game Theory",55.86,False,Algorithms,6050,291,,"[{""title"": ""Can I Win"", ""titleSlug"": ""can-i-win"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the Winning Player in Coin Game"", ""titleSlug"": ""find-the-winning-player-in-coin-game"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find the Number of Winning Players"", ""titleSlug"": ""find-the-number-of-winning-players"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count The Number of Winning Sequences"", ""titleSlug"": ""count-the-number-of-winning-sequences"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2570,Merge Two 2D Arrays by Summing Values,Easy,https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values/,"Array, Hash Table, Two Pointers",81.91,False,Algorithms,805,36,,"[{""title"": ""Merge Two Sorted Lists"", ""titleSlug"": ""merge-two-sorted-lists"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Meeting Scheduler"", ""titleSlug"": ""meeting-scheduler"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Merge Similar Items"", ""titleSlug"": ""merge-similar-items"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
